,0
6094,Sparse MRI: The application of compressed sensing for rapid MR imaging
6095,Accurate Image Super-Resolution Using Very Deep Convolutional Networks
6096,Image Super-Resolution Via Sparse Representation
6097,"Learning a similarity metric discriminatively, with application to face verification"
6098,Semi-Supervised Learning with Generative Adversarial Networks
6099,A New TwIST: Two-Step Iterative Shrinkage/Thresholding Algorithms for Image Restoration
6100,Orthogonal matching pursuit: recursive function approximation with applications to wavelet decomposition
6101,Compressive Sensing for Background Subtraction
6102,The smashed filter for compressive classification and target recognition
6103,Compressed Learning : Universal Sparse Dimensionality Reduction and Learning in the Measurement Domain
6104,Precise Recovery of Latent Vectors from Generative Adversarial Networks
6105,Compressed Sensing MRI
6106,SIMULTANEOUS ANALYSIS OF LASSO AND DANTZIG SELECTOR
6107,Single-Pixel Imaging via Compressive Sampling
6108,Direct inference on compressive measurements using convolutional neural networks
6109,Compressed Least Squares Regression revisited
6110,Discriminative Regularization for Generative Models
6111,A Nearly-Linear Time Framework for Graph-Structured Sparsity
6112,AM-DCGAN: Analog Memristive Hardware Accelerator for Deep Convolutional Generative Adversarial Networks
6113,The Split Bregman Method for L1-Regularized Problems
6114,Deep Learning Face Representation by Joint Identification-Verification
6115,Hierarchical face parsing via deep learning
6116,Deep Convolutional Network Cascade for Facial Point Detection
6117,A Deep Sum-Product Architecture for Robust Facial Attributes Analysis
6118,Multi-View Perceptron: a Deep Model for Learning Face Identity and View Representations
6119,Semi-Supervised Deep Attribute Networks for Fine-Grained Ship Category Recognition
6120,Aggregate channel features for multi-view face detection
6121,Describing people: A poselet-based approach to attribute classification
6122,Self-taught object localization with deep networks
6123,Is object localization for free? - Weakly-supervised learning with convolutional neural networks
6124,Exploiting relationship between attributes for improved face verification
6125,"POOF: Part-Based One-vs.-One Features for Fine-Grained Categorization, Face Verification, and Attribute Estimation"
6126,Learning SURF Cascade for Fast and Accurate Object Detection
6127,Fully convolutional networks for semantic segmentation
6128,FaceTracer: A Search Engine for Large Collections of Images with Faces
6129,Vector boosting for rotation invariant multi-view face detection
6130,Two faces are better than one: Face recognition in group photographs
6131,Multiresolution Gray-Scale and Rotation Invariant Texture Classification with Local Binary Patterns
6132,Edge Boxes: Locating Object Proposals from Edges
6133,Clustering by fast search and find of density peaks via heat diffusion
6134,Clustering by Fast Search and Find of Density Peaks
6135,"The Plymouth OWL , a new open-source robot for stereo depth using vergence and disparity"
6136,EMNIST: an extension of MNIST to handwritten letters
6137,Fully convolutional networks for semantic segmentation
6138,Deeply-Fused Nets
6139,Multi-scale Recognition with DAG-CNNs
6140,Memory-Efficient Implementation of DenseNets
6141,The Cascade-Correlation Learning Architecture
6142,Hypercolumns for object segmentation and fine-grained localization
6143,"Bridging the Gaps Between Residual Learning, Recurrent Neural Networks and Visual Cortex"
6144,Resnet in Resnet: Generalizing Residual Architectures
6145,Deconstructing the Ladder Network Architecture
6146,AdaNet: Adaptive Structural Learning of Artificial Neural Networks
6147,A Neural Algorithm of Artistic Style
6148,Neural Network Learning Without Backpropagation
6149,Conditional Generative Adversarial Nets
6150,FitNets: Hints for Thin Deep Nets
6151,Deep Residual-Dense Lattice Network for Speech Enhancement
6152,Combining long-lasting insecticidal nets and indoor residual spraying for malaria prevention in Ethiopia: study protocol for a cluster randomized controlled trial
6153,Image quality enhancement of a CD-SEM image using conditional generative adversarial networks
6154,Constrained Restoration and the Recovery of Discontinuities
6155,The Application of Constrained Least Squares Estimation to Image Restoration by Digital Computer
6156,Feature-oriented image enhancement using shock filters
6157,"Images, Numerical Analysis of Singularities and Shock Filters"
6158,Restoring with maximum likelihood and maximum entropy.
6159,On the Numerical Solution of Fredholm Integral Equations of the First Kind by the Inversion of the Linear System Produced by Quadrature
6160,Fronts propagating with curvature dependent speed: algorithms based on Hamilton-Jacobi formulations. Final report
6161,Image selective smoothing and edge detection by nonlinear diffusion. II
6162,A Technique for the Numerical Solution of Certain Integral Equations of the First Kind
6163,on Statistical data analysis based on the L1-norm and related methods
6164,A COMPARISON OF BILATERAL FILTER AND DIRECTION BASED ADAPTIVE WEIGHTED SWITCHING BILATERAL FILTER FOR REMOVING MIXED NOISE IN IMAGE PROCESSING
6165,The application of numerical filtering to the solution of integral equations encountered in indirect sensing measurements
6166,Fast Linearized Bregman Iteration for Compressive Sensing and Sparse Denoising
6167,Bregman Iterative Algorithms for \ell1-Minimization with Applications to Compressed Sensing
6168,Linearized Bregman iterations for compressed sensing
6169,"Faster Imaging with Randomly Perturbed, Undersampled Spirals and |L|_1 Reconstruction"
6170,A Fast Algorithm for Image Deblurring with Total Variation Regularization
6171,A Multigrid Method for Total Variation-Based Image Denoising
6172,Iterative Methods for Total Variation Denoising
6173,An Iterative Regularization Method for Total Variation-Based Image Restoration
6174,Sparse MRI Reconstruction via Multiscale L0-Continuation
6175,Near-Optimal Signal Recovery From Random Projections: Universal Encoding Strategies?
6176,Iterative Regularization and Nonlinear Inverse Scale Space Applied to Wavelet-Based Denoising
6177,A Nonlinear Primal-Dual Method for Total Variation-Based Image Restoration
6178,Total Variation Minimization and a Class of Binary MRF Models
6179,Parametric Maximum Flow Algorithms for Fast Total Variation Minimization
6180,A Fast and Exact Algorithm for Total Variation Minimization
6181,Fast Approximate Energy Minimization via Graph Cuts
6182,Parameter-Refined OMP for Compressive Radar Imaging of Rotating Targets
6183,The relaxation method of finding the common point of convex sets and its application to the solution of problems in convex programming
6184,TR 0707 A Fixed-Point Continuation Method for ` 1-Regularized Minimization with Applications to Compressed Sensing
6185,A Deep Information Sharing Network for Multi-Contrast Compressed Sensing MRI Reconstruction
6186,Managing Complex Networks: Strategies for the Public Sector
6187,Nonuniform Phase-Encode Distributions for MRI Scan Time Reduction
6188,A Trace Lasso Regularized Ll-norm Graph Cut for Highly Correlated Noisy Hyperspectral Image
6189,The gut microbiota plays a protective role in the host defence against pneumococcal pneumonia
6190,Stochastic variational inference
6191,Integrated structural variation and point mutation signatures in cancer genomes using correlated topic models
6192,Black Box Variational Inference
6193,Importance Weighted Autoencoders
6194,Hybrid computing using a neural network with dynamic external memory
6195,Perturb-and-MAP random fields: Using discrete optimization to learn and sample from energy models
6196,Likelihood ratio gradient estimation for stochastic systems
6197,Reparameterization Gradients through Acceptance-Rejection Sampling Algorithms
6198,Variational Bayesian Inference with Stochastic Search
6199,The Generalized Reparameterization Gradient
6200,Concepts of Independence for Proportions with a Generalization of the Dirichlet Distribution
6201,An Introduction To Compressive Sampling
6202,Doubly Stochastic Variational Bayes for non-Conjugate Inference
6203,Local Expectation Gradients for Black Box Variational Inference
6204,Reinforcement learning of motor skills with policy gradients
6205,Anomaly Detection in Raw Audio Using Deep Autoregressive Networks
6206,Learning to Transduce with Unbounded Memory
6207,Rejection Sampling Variational Inference
6208,Continuous Sigmoidal Belief Networks Trained using Slice Sampling
6209,Dependence Properties of Generalized Liouville Distributions on the Simplex
6210,A General Class of Distributions on the Simplex
6211,On a class of distributions on the simplex
6212,A Poisson process model for Monte Carlo
6213,Semantic Parsing with Semi-Supervised Sequential Autoencoders
6214,Advances in Neural Information Processing Systems 27
6215,Deep AutoRegressive Networks
6216,Comment: A Discussion of “Nonparametric Bayes Modeling of Populations of Networks”
6217,Monte Carlo Gradient Estimation in Machine Learning
6218,Handbooks in operations research and management science
6219,NIPS 2016 Tutorial: Generative Adversarial Networks
6220,"Perturbations , Optimization , and Statistics"
6221,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems
6222,"The relationship between Luce's Choice Axiom, Thurstone's Theory of Comparative Judgment, and the double exponential distribution"
6223,Image Denoising Via Sparse and Redundant Representations Over Learned Dictionaries
6224,\$rm K\$-SVD: An Algorithm for Designing Overcomplete Dictionaries for Sparse Representation
6225,K-SVD : An Algorithm for Designing of Overcomplete Dictionaries for Sparse Representation
6226,Image Denoising by Sparse 3-D Transform-Domain Collaborative Filtering
6227,Non-local sparse models for image restoration
6228,"A Review of Image Denoising Algorithms, with a New One"
6229,Nonlocally Centralized Sparse Representation for Image Restoration
6230,Signal Recovery by Proximal Forward-Backward Splitting
6231,Dictionaries for Sparse Representation Modeling
6232,Super-resolution from a single image
6233,FSIM: A Feature Similarity Index for Image Quality Assessment
6234,On the Role of Sparse and Redundant Representations in Image Processing
6235,Fast Gradient-Based Algorithms for Constrained Total Variation Image Denoising and Deblurring Problems
6236,L1-L2 Optimization in Signal and Image Processing
6237,Computational Methods for Sparse Solution of Linear Inverse Problems
6238,Introduction to Inverse Problems in Imaging
6239,BM3D Image Denoising with Shape-Adaptive Principal Component Analysis
6240,Removing camera shake from a single photograph
6241,Bivariate shrinkage functions for wavelet-based denoising exploiting interscale dependency
6242,From Local Kernel to Nonlocal Multiple-Model Image Denoising
6243,"Motion Analysis for Image Enhancement: Resolution, Occlusion, and Transparency"
6244,Recent Developments in Total Variation Image Restoration
6245,Image restoration through l0 analysis-based sparse optimization in tight frames
6246,Adaptive total variation image deblurring: A majorization-minimization approach
6247,Universal Regularizers for Robust Sparse Coding and Modeling
6248,Editorial
6249,Atomic Decomposition by Basis Pursuit
6250,Solution of Incorrectly Formulated Problems and the Regularization Method
6251,An Integrated CMOS Detector for MR Image Guided Interventions
6252,Iterative Shrinkage Algorithms and Their Acceleration for L 1L 2 Signal and Image Processing Applications
6253,Teaching iCub to recognize objects using deep Convolutional Neural Networks
6254,Adversarial Machine Learning at Scale
6255,Secure Kernel Machines against Evasion Attacks
6256,Deep Learning using Linear Support Vector Machines
6257,One-and-a-Half-Class Multiple Classifier Systems for Secure Learning Against Evasion Attacks at Test Time
6258,Probability Models for Open Set Recognition
6259,The iCub humanoid robot: an open platform for research in embodied cognition
6260,Intelligence Reinvented
6261,TensorShield: Tensor-based Defense Against Adversarial Attacks on Images
6262,Adversarial Machine Learning at Scale
6263,Malicious Behavior Detection using Windows Audit Logs
6264,Deep learning with non-medical training used for chest pathology identification
6265,Frankenstein: Stitching Malware from Benign Binaries
6266,Deep learning of feature representation with multiple instance learning for medical image analysis
6267,Dimensionality Reduction: A Comparative Review
6268,A Geologic Time Scale 2004: CONCEPTS AND METHODS
6269,A Nonlinear Mapping for Data Structure Analysis
6270,Nonlinear optimization: complexity issues
6271,Deep Big Simple Neural Nets Excel on Handwritten Digit Recognition
6272,Directing students to profound open-book test preparation: The relationship between deep learning and open-book test time
6273,Quadrotor trajectory generation in dynamic environments using semi-definite relaxation on nonconvex QCQP
6274,Interpretable Learning for Self-Driving Cars by Visualizing Causal Attention
6275,A Density-Based Algorithm for Discovering Clusters in Large Spatial Databases with Noise
6276,"MagNet and ""Efficient Defenses Against Adversarial Attacks"" are Not Robust to Adversarial Examples"
6277,DeepFool: A Simple and Accurate Method to Fool Deep Neural Networks
6278,A Discriminative Feature Learning Approach for Deep Face Recognition
6279,ArcFace: Additive Angular Margin Loss for Deep Face Recognition
6280,Classification of MNIST Handwritten Digit Database using Neural Network
6281,A stacking model using URL and HTML features for phishing webpage detection
6282,On the complexity of shallow and deep neural network classifiers
6283,A MultiPath Network for Object Detection
6284,LocNet: Improving Localization Accuracy for Object Detection
6285,Fast and Accurate Deep Network Learning by Exponential Linear Units (ELUs)
6286,"Message from the Editor in Chief RA V8 N1, January - April 2018"
6287,"Inception-v4, Inception-ResNet and the Impact of Residual Connections on Learning"
6288,Deep Residual-Dense Lattice Network for Speech Enhancement
6289,Combining long-lasting insecticidal nets and indoor residual spraying for malaria prevention in Ethiopia: study protocol for a cluster randomized controlled trial
6290,Simple statistical gradient-following algorithms for connectionist reinforcement learning
6291,Efficient discrete latent semantic hashing for scalable cross-modal retrieval
6292,Unsupervised Feature Learning and Deep Learning: A Review and New Perspectives
6293,Gradient learning in spiking neural networks by dynamic perturbation of conductances.
6294,Behavior-Based Grade Prediction for MOOCs Via Time Series Neural Networks
6295,"Dissociation of the Effects of MTEP [3-[(2-Methyl-1,3-thiazol-4-yl)ethynyl]piperidine] on Conditioned Reinstatement and Reinforcement: Comparison between Cocaine and a Conventional Reinforcer"
6296,Improved Variational Inference with Inverse Autoregressive Flow
6297,Neural Machine Translation in Linear Time
6298,Towards Conceptual Compression
6299,Mixtures of Conditional Gaussian Scale Mixtures Applied to Multiscale Image Representations
6300,Generative Image Modeling Using Spatial LSTMs
6301,Locally-connected transformations for deep GMMs
6302,Principles Of Neurodynamics
6303,The problem of learning long-term dependencies in recurrent networks
6304,Inserting rules into recurrent neural networks
6305,Unified Integration of Explicit Knowledge and Learning by Example in Recurrent Networks
6306,Using random weights to train multilayer networks of hard-limiting units
6307,BPS: a learning algorithm for capturing the dynamic nature of speech
6308,FAST DETECTION OF TARGET BASED ON SSD DATASET TRAINING ALGORITHM
6309,Learning by Choice of Internal Representations
6310,A method of training multi-layer networks with heaviside characteristics using internal representations
6311,Local Feedback Multilayered Networks
6312,Nonlinear dynamics and stability of analog neural networks
6313,Minimizing multimodal functions of continuous variables with the “simulated annealing” algorithmCorrigenda for this article is available here
6314,Improving the convergence properties of the moving-mesh code AREPO
6315,On Asynchronous Iterative Methods for the Solution of Non-linear Equations and Systems of Equations for Multiprocessors
6316,Learning Internal Representations through Error Propagation
6317,"Corrigenda: ""Minimizing Multimodal Functions of Continuous Variables with the 'Simulated Annealing' Algorithm"""
6318,A time delay neural network architecture for speech recognition
6319,Optimization by Simulated Annealing
6320,Flow Control for ABR Service in ATM Networks Using Modular Neural Networks
6321,Adversarial classification: An adversarial risk analysis approach
6322,Auror: defending against poisoning attacks in collaborative deep learning systems
6323,Adversarial Machine Learning at Scale
6324,Permutation tests for equality of distributions in high‐dimensional settings
6325,Stability and Generalization of Graph Convolutional Neural Networks
6326,"Detection of Intrusions and Malware, and Vulnerability Assessment"
6327,Novel combination of serum microRNA for detecting breast cancer in the early stage
6328,An exact distribution‐free test comparing two multivariate distributions based on adjacency
6329,The Generalization of Student’s Ratio
6330,Energy statistics: A class of statistics based on distances
6331,Multivariate generalizations of the Wald--Wolfowitz and Smirnov two-sample tests
6332,A Theoretical Framework for Robustness of (Deep) Classifiers against Adversarial Samples
6333,Automatically Evading Classifiers: A Case Study on PDF Malware Classifiers
6334,Learning to detect malicious executables in the wild
6335,A General Retraining Framework for Scalable Adversarial Classification
6336,An Efficient Method for Identification of Faces for 2D Images
6337,Journal of Machine Learning Research: Preface
6338,Race-Ethnic Differences in Factors Associated with Inhaled Steroid Adherence Among Adults with Asthma
6339,Game theory for privacy-preserving sharing of genomic data
6340,A Src link in schizophrenia
6341,Adversarial classification: An adversarial risk analysis approach
6342,Allergy Attack Against Automatic Signature Generation
6343,Inferring Internet denial-of-service activity
6344,"""Why 6?"" Defining the operational limits of stide, an anomaly-based intrusion detector"
6345,"SpamBayes: Effective open-source, Bayesian based, email classification system"
6346,Spam Corpus Creation for TREC
6347,Learning Fast Classifiers for Image Spam
6348,Spam Filtering Using Inexact String Matching in Explicit Feature Space with On-Line Linear Classifiers
6349,Filtering Image Spam with Near-Duplicate Detection
6350,Introducing the Enron Corpus
6351,Resilient aggregation in sensor networks
6352,Implications of Information Theory for Computational Modeling of Schizophrenia
6353,Robust Statistics: Theory and Methods
6354,Learning Disjunction of Conjunctions
6355,Design theory for dynamic complexity in information infrastructures: the case of building internet
6356,Information theory and the theory of algorithms
6357,Selected Works of A.N. Kolmogorov: Volume III Information Theory and the Theory of Algorithms
6358,"Information hiding : 5th International Workshop, IH 2002, Noordwijkerhout, The Netherlands, October 7-9, 2002 : revised papers"
6359,Scikit-learn: Machine Learning in Python
6360,Paragraph: Thwarting Signature Learning by Training Maliciously
6361,224A: Answer to Question 14 on Combining independent tests of significance.
6362,Robust Statistics
6363,of the Bernoulli Society for Mathematical Statistics and Probability Volume Twenty Six Number Two May 2020
6364,Crowdroid: behavior-based malware detection system for Android
6365,"Hey, You, Get Off of My Market: Detecting Malicious Apps in Official and Alternative Android Markets"
6366,A Study of Android Application Security
6367,RiskRanker: scalable and accurate zero-day android malware detection
6368,DroidScope: Seamlessly Reconstructing the OS and Dalvik Semantic Views for Dynamic Android Malware Analysis
6369,On lightweight mobile phone application certification
6370,DroidMat: Android Malware Detection through Manifest and API Calls Tracing
6371,Android permissions demystified
6372,DroidAPIMiner: Mining API-Level Features for Robust Malware Detection in Android
6373,A survey of mobile malware in the wild
6374,Space/time trade-offs in hash coding with allowable errors
6375,DroidChameleon: evaluating Android anti-malware against transformation attacks
6376,Structural detection of android malware using embedded call graphs
6377,ZOZZLE: Fast and Precise In-Browser JavaScript Malware Detection
6378,Android permissions: a perspective combining risks and benefits
6379,An Introduction to Support Vector Machines and Other Kernel-based Learning Methods
6380,Paranoid Android: versatile protection for smartphones
6381,AppsPlayground: automatic security analysis of smartphone applications
6382,A System Call-Centric Analysis and Stimulation Technique to Automatically Reconstruct Android Malware Behaviors
6383,MAST: triage for market-scale mobile malware analysis
6384,ADAM: An Automatic and Extensible Platform to Stress Test Android Anti-virus Systems
6385,Prudent Practices for Designing Malware Experiments: Status Quo and Outlook
6386,Using probabilistic generative models for ranking risks of Android apps
6387,A methodology for empirical analysis of permission-based security models and its application to android
6388,Introduction to Algorithms
6389,Android: From Reversing to Decompilation
6390,Limits of Learning-based Signature Generation with Adversaries
6391,An effective security alert mechanism for real-time phishing tweet detection on Twitter
6392,CPU performance signatures for security attacks detection
6393,"Space Race, Siri and the Central Dogma: A Contemporary Nursing Analysis of Antibiotics Resistance"
6394,"Data mining: practical machine learning tools and techniques, 3rd Edition"
6395,"Insertion, Evasion, and Denial of Service: Eluding Network Intrusion Detection"
6396,Anomaly detection of web-based attacks
6397,Testing Intrusion detection systems: a critique of the 1998 and 1999 DARPA intrusion detection system evaluations as performed by Lincoln Laboratory
6398,Combining Knowledge Discovery and Knowledge Engineering to Build IDSs
6399,BotHunter: Detecting Malware Infection Through IDS-Driven Dialog Correlation
6400,Information-theoretic measures for anomaly detection
6401,An application of machine learning to network intrusion detection
6402,Challenging the anomaly detection paradigm: a provocative discussion
6403,The base-rate fallacy and its implications for the difficulty of intrusion detection
6404,An immunological model of distributed detection and its application to computer security
6405,Robust Support Vector Machines for Anomaly Detection in Computer Security
6406,Data Mining Practical Machine Learning Tools and Techniques
6407,Self-similarity through high-variability: statistical analysis of Ethernet LAN traffic at the source level
6408,Detecting Targeted Attacks Using Shadow Honeypots
6409,Amazon.com Recommendations: Item-to-Item Collaborative Filtering
6410,Execution monitoring of security-critical programs in distributed systems: a specification-based approach
6411,A behavioral approach to worm detection
6412,Data networks as cascades: investigating the multifractal nature of Internet WAN traffic
6413,The NIDES Statistical Component Description and Justification
6414,Spamscatter: Characterizing Internet Scam Hosting Infrastructure
6415,Difficulties in simulating the internet
6416,Youtube traffic characterization: a view from the edge
6417,Viable network intrusion detection in high-performance environments
6418,The devil and packet trace anonymization
6419,Unveiling facebook: a measurement study of social network based applications
6420,Online supervised spam filter evaluation
6421,Playing Devil's Advocate: Inferring Sensitive Information from Anonymized Network Traces
6422,The Alignment Template Approach to Statistical Machine Translation
6423,An Overview of the Tesseract OCR Engine
6424,OpenFst: A General and Efficient Weighted Finite-State Transducer Library
6425,Language Identification of Encrypted VoIP Traffic: Alejandra y Roberto or Alice and Bob?
6426,On the design and performance of prefix-preserving IP traffic trace anonymization
6427,Strategies for sound internet measurement
6428,Exploiting Underlying Structure for Detailed Reconstruction of an Internet-scale Event
6429,Browser Fingerprinting from Coarse Traffic Summaries: Techniques and Implications
6430,Securing Mediated Trace Access Using Black-box Permutation Analysis
6431,Toward Realistic and Artifact-Free Insider-Threat Data
6432,Google Book Search: Document Understanding on a Massive Scale
6433,Automated OCR Ground Truth Generation
6434,"Pattern classification, 2nd Edition"
6435,Pattern Recognition Approach for Anomaly Detection of Web-based Attacks
6436,A detailed analysis of the KDD CUP 99 data set
6437,Prevention for Direct and Indirect Discrimination in Data Mining Ms
6438,Tawki: Towards Self-Sovereign Social Communication
6439,Sigmoid-Weighted Linear Units for Neural Network Function Approximation in Reinforcement Learning
6440,Curve Number and Peakflow Responses Following the Cerro Grande Fire on a Small Watershed
6441,Results of the 1998 darpa offline intrusion detection evaluation
6442,"Cisco Stealthwatch -k\""aytt\""o\""onotto"
6443,A Comparative Survey on the Influence of Machine Learning Techniques on Intrusion Detection System (IDS)
6444,On-line modeling of non-stationary network traffic with schwarz information criterion
6445,A Survey on Tracking BOTNETS using Virtual HONEYPOTS
6446,Automated Classification and Analysis of Internet Malware
6447,Limits of Static Analysis for Malware Detection
6448,Effective and Efficient Malware Detection at the End Host
6449,Dynamic Analysis of Malicious Code
6450,Exploring Multiple Execution Paths for Malware Analysis
6451,Semantics-aware malware detection
6452,TTAnalyze: A Tool for Analyzing Malware
6453,Towards an understanding of anti-virtualization and anti-debugging behavior in modern malware
6454,A semantics-based approach to malware detection
6455,McBoost: Boosting Scalability in Malware Collection and Analysis Using Statistical Classification of Executables
6456,"Scalable, Behavior-Based Malware Clustering"
6457,Ether: malware analysis via hardware virtualization extensions
6458,PolyUnpack: Automating the Hidden-Code Extraction of Unpack-Executing Malware
6459,Automating Mimicry Attacks Using Static Binary Analysis
6460,K-Tracer: A System for Extracting Kernel Malware Behavior
6461,The Nepenthes Platform: An Efficient Approach to Collect Malware
6462,Automatic Reverse Engineering of Malware Emulators
6463,Towards Stealthy Malware Detection
6464,A Malware Instruction Set for Behavior-Based Analysis
6465,The Art of Computer Virus Research and Defense
6466,Malware Behavioral Detection by Attribute-Automata Using Abstraction from Platform and Language
6467,Learning Patterns from Unix Process Execution Traces for Intrusion Detection
6468,Binary Obfuscation Using Signals
6469,Obfuscation of executable code to improve resistance to static disassembly
6470,Toward Automated Dynamic Malware Analysis Using CWSandbox
6471,Automatic Handling of Protocol Dependencies and Reaction to 0-Day Attacks with ScriptGen Based Honeypots
6472,Detours: binary interception of Win32 functions
6473,TensorFlow: A system for large-scale machine learning
6474,Linear-Time Computation of Similarity Measures for Sequential Data
6475,An inquiry into the nature and causes of the wealth of internet miscreants
6476,Learning More about the Underground Economy: A Case-Study of Keyloggers and Dropzones
6477,Nearest prototype classifier designs: An experimental study
6478,BitBlaze: A New Approach to Computer Security via Binary Analysis
6479,on the Advantages of Deploying a Large Scale Distributed Honeypot Platform
6480,Approximate Tree Kernels
6481,Cover trees for nearest neighbor
6482,A vector space model for automatic indexing
6483,Gauging Similarity with n-Grams: Language-Independent Categorization of Text
6484,Objective Criteria for the Evaluation of Clustering Methods
6485,From outliers to prototypes: Ordering data
6486,Five Balltree Construction Algorithms
6487,Introduction to Information Retrieval
6488,동적 사용자를 위한 Scalable 인증 그룹 키 교환 프로토콜
6489,Genetic Algorithms for model refinement and rule discovery in a high-dimensional agent-based model of inflammation
6490,ANTI-UNPACKER TRICKS - PART TEN
6491,Behavioral classification of low‐frequency acceleration and temperature data from a free‐ranging small mammal
6492,Author contributions
6493,The War on Tax ID Theft Continues: CPAs' Role
6494,"Reviews : van Rijsbergen, C. J. Information retrieval. 2nd edn. London, Butterworths, I978. 208pp"
6495,Towards Automated Dynamic Analysis for Linux-based Embedded Firmware
6496,Cluster Analysis for Applications
6497,"Information Retrieval, 2nd ed. C.J. Van Rijsbergen. London: Butterworths; 1979: 208 pp. Price: \$32.50"
6498,Insights into current malware behavior
6499,Symantec Internet Security Threat Report Trends for July 04-December 04
6500,Fall 12-2010 Improved Worm Simulator and Simulations
6501,A survey on automated dynamic malware-analysis techniques and tools
6502,Malware Analysis and Classification: A Survey
6503,N-gram-based detection of new malicious code
6504,Approximate nearest neighbors: towards removing the curse of dimensionality
6505,BitShred: feature hashing malware for scalable triage and semantic analysis
6506,Better Malware Ground Truth: Techniques for Weighting Anti-Virus Vendor Labels
6507,Scaling to Very Very Large Corpora for Natural Language Disambiguation
6508,A Generic Approach to Automatic Deobfuscation of Executable Code
6509,A toolkit for detecting and analyzing malicious software
6510,Experiments with random projections for machine learning
6511,PyTrigger: A System to Trigger & Extract User-Activated Malware Behavior
6512,Review of advances in neural networks: Neural design technology stack
6513,Understanding the difficulty of training deep feedforward neural networks
6514,Extensions of Lipschitz mappings into Hilbert space
6515,Microsoft Malware Classification Challenge
6516,Non-Parametric Estimation of a Multivariate Probability Density
6517,Nonparametric estimation of a multivariate probability density for mixing sequences by the method of wavelets
6518,Malware Variants Identification in Practice
6519,MutantX-S: Scalable Malware Clustering Based on Static Features
6520,Scaling learning algorithms towards AI
6521,Race-Ethnic Differences in Factors Associated with Inhaled Steroid Adherence Among Adults with Asthma
6522,THE I DEAL A ND T HE R EAL: B RIDGING
6523,ImageNet classification with deep convolutional neural networks
6524,An Analysis of Bayesian Classifiers
6525,Learning Rules that Classify E-Mail
6526,NewsWeeder: Learning to Filter Netnews
6527,Automated learning of decision rules for text categorization
6528,Beyond Independence: Conditions for the Optimality of the Simple Bayesian Classifier
6529,Threading Electronic Mail - A Preliminary Study
6530,Feature selection and feature extraction for text categorization
6531,Learning to remove Internet advertisements
6532,Mistake-Driven Learning in Text Categorization
6533,Smokey: Automatic Recognition of Hostile Messages
6534,How to avoid unwanted email
6535,Interface Agents That Learn an Investigation of Learning Issues in a Mail Agent Interface
6536,Proceedings of the 10th ACM Workshop on Artificial Intelligence and Security
6537,Enhanced TomoSAR Imaging through Statistical Regularization
6538,Statistical Decision Theory and Bayesian Analysis
6539,DPATCH: An Adversarial Patch Attack on Object Detectors
6540,Deep Neural Networks Do Not Recognize Negative Images
6541,Why are faces hard to recognize in photographic negative?
6542,Color Image Processing in Digital Image
6543,A spreading-activation theory of semantic processing
6544,Commonsense reasoning and commonsense knowledge in artificial intelligence
6545,Desarrollo de una aplicaci\'on m\'ovil android para la b\'usqueda de plazas disponibles en un parqueadero.
6546,SmartML: A Meta Learning-Based Framework for Automated Selection and Hyperparameter Tuning for Machine Learning Algorithms
6547,"ANDRUBIS -- 1,000,000 Apps Later: A View on Current Android Malware Behaviors"
6548,Rage against the virtual machine: hindering dynamic analysis of Android malware
6549,Identifying Android malware using dynamically obtained features
6550,Reducing the window of opportunity for Android malware Gotta catch ’em all
6551,DroidDolphin: a dynamic Android malware detection framework using big data and machine learning
6552,FORECAST: skimming off the malware cream
6553,A Machine Learning Approach to Android Malware Detection
6554,StaDynA: Addressing the Problem of Dynamic Code Updates in the Security Analysis of Android Applications
6555,AndRadar: Fast Discovery of Android Applications in Alternative Markets
6556,“Andromaly”: a behavioral malware detection framework for android devices
6557,PUMA: Permission Usage to Detect Malware in Android
6558,Understanding and improving app installation security mechanisms through empirical analysis of android
6559,Applying machine learning classifiers to dynamic Android malware detection at scale
6560,Learning and Classification of Malware Behavior
6561,From Throw-Away Traffic to Bots: Detecting the Rise of DGA-Based Malware
6562,Virtualized in-cloud security services for mobile devices
6563,AppProfiler: a flexible method of exposing privacy-related behavior in android applications to end users
6564,ThinAV: truly lightweight mobile cloud-based anti-malware
6565,Are Your Training Datasets Yet Relevant? - An Investigation into the Importance of Timeline in Machine Learning-Based Malware Detection
6566,SmartSiren: virus detection and alert for smartphones
6567,Mobile app recommendations with security and privacy awareness
6568,"Detection of Intrusions and Malware, and Vulnerability Assessment"
6569,Is this app safe?: a large scale study on application permissions and risk signals
6570,"Android permissions: user attention, comprehension, and behavior"
6571,"Feature selection, L1 vs. L2 regularization, and rotational invariance"
6572,Combining SVMs with Various Feature Selection Strategies
6573,Understanding the Origins of Weak Cryptographic Algorithms Used for Signing Android Apps
6574,Drebin : � Efficient and Explainable Detection of Android Malware in Your Pocket
6575,Recommendations for obtaining unbiased chlorophyll estimates from in situ chlorophyll fluorometers: A global analysis of WET Labs ECO sensors
6576,"Absolute Beginner's Guide to Security, Spam, Spyware & Viruses"
6577,Dinner Address: ADVENTURES IN JOINTNESS
6578,583 The evaluation of the application of glucocorticoids
6579,i-Homes : An Intelligent Home Automation And Security System Using Android and Cloud
6580,On The Ridiculousness of Notice and Consent: Contradictions in App Privacy Policies
