,0
3254,Anagram: A Content Anomaly Detector Resistant to Mimicry Attack
3255,Prophiler: a fast filter for the large-scale detection of malicious web pages
3256,Language models for detection of unknown attacks in network traffic
3257,Detection and analysis of drive-by-download attacks and malicious JavaScript code
3258,Shady paths: leveraging surfing crowds to detect malicious web pages
3259,Abusing File Processing in Malware Detectors for Fun and Profit
3260,Empirical Evaluation and New Design for Fighting Evolving Twitter Spammers
3261,Privacy Preserving Data Mining
3262,Adversarial stylometry: Circumventing authorship recognition to preserve privacy and anonymity
3263,Methods for Designing Multiple Classifier Systems
3264,Knowledge-Based and Intelligent Information and Engineering Systems
3265,On Estimation of a Probability Density Function and Mode
3266,A multicriteria clustering approach to support attack attribution in cyberspace
3267,Concept of Electronic Document Management System (EDMS) as an Efficient Tool for Storing Document
3268,THE USE OF LEAD CITRATE AT HIGH pH AS AN ELECTRON-OPAQUE STAIN IN ELECTRON MICROSCOPY
3269,Random Forests machine learning applied to gas chromatography - Mass spectrometry derived average mass spectrum data sets for classification and characterisation of essential oils.
3270,Certified Robustness to Adversarial Examples with Differential Privacy
3271,Robust De-anonymization of Large Sparse Datasets
3272,Differential privacy under continual observation
3273,Interactive privacy via the median mechanism
3274,The Weighted Majority Algorithm
3275,The Limits of Two-Party Differential Privacy
3276,On the geometry of differential privacy
3277,Differential privacy and robust statistics
3278,Efficient noise-tolerant learning from statistical queries
3279,Lower Bounds in Differential Privacy
3280,Differentially Private Online Learning for Cloud-Based Video Recommendation With Multimedia Big Data in Social Networks
3281,Sample Complexity Bounds for Differentially Private Learning
3282,A Simple and Practical Algorithm for Differentially Private Data Release
3283,Is privacy compatible with truthfulness?
3284,Private and Continual Release of Statistics
3285,A Pseudorandom Generator from any One-way Function
3286,The Multiplicative Weights Update Method: a Meta-Algorithm and Applications
3287,Take It or Leave It: Running a Survey When Privacy Comes at a Cost
3288,"Differentially Private Feature Selection via Stability Arguments, and the Robustness of the Lasso"
3289,Approximately optimal auctions for selling privacy when costs are correlated with data
3290,Privately releasing conjunctions and the statistical query barrier
3291,Privacy and mechanism design
3292,Truthful mechanisms for agents that value privacy
3293,Pan-private algorithms via statistics on sketches
3294,Privacy-aware mechanism design
3295,Answering n2+o(1) Counting Queries with Differential Privacy is Hard
3296,"The Exponential Mechanism for Social Welfare: Private, Truthful, and Nearly Optimal"
3297,Pan-Private Streaming Algorithms
3298,Beating randomized response on incoherent matrices
3299,"Local Privacy, Data Processing Inequalities, and Statistical Minimax Rates"
3300,The Privacy of the Analyst and the Power of the State
3301,Mechanism Design in Large Games: Incentives and Privacy
3302,The Boosting Approach to Machine Learning An Overview
3303,Differential privacy for the analyst via private equilibrium computation
3304,"Algorithmic Game Theory: Learning, Regret Minimization, and Equilibria"
3305,Mechanism design via machine learning
3306,Characterizing the sample complexity of private learners
3307,Beyond worst-case analysis in private singular vector computation
3308,Efficient Algorithms for Privately Releasing Marginals via Convex Relaxations
3309,Privacy Auctions for Recommender Systems
3310,Private matchings and allocations
3311,Privacy and coordination: computing on databases with endogenous participation
3312,"Conducting truthful surveys, cheaply"
3313,Buying private data at auction: the sensitive surveyor's problem
3314,Differential Privacy and the Fat-Shattering Dimension of Linear Queries
3315,Asymptotically truthful equilibrium selection in large congestion games
3316,Five golden rules: great theories of 20th-century mathematics and why they matter
3317,Analyze Gauss: optimal bounds for privacy-preserving PCA
3318,Boosting: Foundations and Algorithms
3319,Buying Private Data at Auction : The Sensitive Surveyor ’ s Problem
3320,Privacy integrated queries: an extensible platform for privacy-preserving data analysis
3321,A sense of self for Unix processes
3322,The Handbook of Matrices
3323,"Proc. ICANN'94, Int. Conf. on Artificial Neural Networks"
3324,Fully homomorphic encryption using ideal lattices
3325,Certified Robustness to Adversarial Examples with Differential Privacy
3326,Can homomorphic encryption be practical?
3327,Efficient Fully Homomorphic Encryption from (Standard) LWE
3328,ML Confidential: Machine Learning on Encrypted Data
3329,On-the-fly multiparty computation on the cloud via multikey fully homomorphic encryption
3330,Privacy Preserving Data Mining
3331,Homomorphic Evaluation of the AES Circuit
3332,Fully Homomorphic Encryption with Polylog Overhead
3333,Making NTRU as Secure as Worst-Case Problems over Ideal Lattices
3334,Oblivious Neural Network Computing via Homomorphic Encryption
3335,Improved Security for a Ring-Based Fully Homomorphic Encryption Scheme
3336,A privacy-preserving protocol for neural-network-based computation
3337,Manual for Using Homomorphic Encryption for Bioinformatics
3338,Privacy-Preserving Backpropagation Neural Network Learning
3339,Conclave: secure multi-party computation on big data
3340,Efficient Privacy-Preserving k-Nearest Neighbor Search
3341,Adversarial classification: An adversarial risk analysis approach
3342,Anomalous Payload-Based Network Intrusion Detection
3343,Intrusion Detection Using Sequences of System Calls
3344,Support vector domain description
3345,Intrusion detection in unlabeled data with quarter-sphere Support Vector Machines
3346,The Spectrum Kernel: A String Kernel for SVM Protein Classification
3347,On nonparametric estimation of density level sets
3348,Adversarial Robustness of Flow-Based Generative Models – Supplementary material 1 Proof of Theorem 3
3349,l-Diversity: Privacy Beyond k-Anonymity
3350,Privacy-preserving logistic regression training
3351,Certified Robustness to Adversarial Examples with Differential Privacy
3352,Privacy Preserving Data Mining
3353,The Nature of Statistical Learning Theory
3354,Privacy: Theory meets Practice on the Map
3355,Cryo-EM structure of the 2019-nCoV spike in the prefusion conformation
3356,Composition attacks and auxiliary information in data privacy
3357,When Random Sampling Preserves Privacy
3358,"Online Learning: Theory, Algorithms, and Applications"
3359,Differential privacy with compression
3360,"""I know what you did last summer"": query logs and user privacy"
3361,Privacy-preserving classification of vertically partitioned data via random kernels
3362,Fast Rates for Regularized Objectives
3363,Learning your identity and disease from research papers: information leaks in genome wide association study
3364,Weighted Sums of Random Kitchen Sinks : Replacing minimization with randomization in learning
3365,Training a Support Vector Machine in the Primal
3366,Perturbation Bounds for Determinants and Characteristic Polynomials
3367,The uci kdd archive
3368,Sample Complexity Bounds for Differentially Private Learning
3369,Probability and expected frequency of breakthroughs: basis and use of a robust method of research assessment
3370,Protocols for Secure Computations (extended abstract)
3371,Current developments of k-anonymous data releasing
3372,Mechanism Design via Differential Privacy
3373,Siamese Neural Networks for One-Shot Image Recognition
3374,A Semi-Supervised Learning Approach to Differential Privacy
3375,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers
3376,Boosting and Differential Privacy
3377,Neural net algorithms that learn in polynomial time from examples and queries
3378,"Machine learning for medical diagnosis: history, state of the art and perspective"
3379,Stochastic Gradient Descent with Differentially Private Updates
3380,Missing Data Imputation for Supervised Learning
3381,Privacy preserving probabilistic inference with Hidden Markov Models
3382,Subsampled R\'enyi Differential Privacy and Analytical Moments Accountant
3383,Smart Reply: Automated Response Suggestion for Email
3384,"Concentrated Differential Privacy: Simplifications, Extensions, and Lower Bounds"
3385,Randomized response: a survey technique for eliminating evasive answer bias.
3386,A firm foundation for private data analysis
3387,R\'enyi Differential Privacy of the Sampled Gaussian Mechanism
3388,Domain-Adversarial Training of Neural Networks
3389,A theory of learning from different domains
3390,Learning Fair Representations
3391,Fairness-aware Learning through Regularization Approach
3392,Three naive Bayes approaches for discrimination-free classification
3393,Analysis of Representations for Domain Adaptation
3394,THE VARIATIONAL FAIR AUTO ENCODER
3395,Deep Generative Image Models using a Laplacian Pyramid of Adversarial Networks
3396,Fairness Constraints: A Mechanism for Fair Classification
3397,Learning Factorial Codes by Predictability Minimization
3398,The intrinsic memorability of face photographs.
3399,Detecting Change in Data Streams
3400,Semilinear Predictability Minimization Produces Well-Known Feature Detectors
3401,Processing images by semi-linear predictability minimization.
3402,Generative Class-conditional Autoencoders
3403,ScreenAvoider: Protecting Computer Screens from Ubiquitous Cameras
3404,Neural Networks for Improving Wearable Device Security
3405,GRAINS: Generative Recursive Autoencoders for INdoor Scenes
3406,Semilinear Predictability Minimization Produces Orientation Sensitive Edge Detectors
3407,Medical Image Synthesis with Context-Aware Generative Adversarial Networks
3408,Generating Multi-label Discrete Electronic Health Records using Generative Adversarial Networks
3409,"""You Might Also Like:"" Privacy Risks of Collaborative Filtering"
3410,Automated Inference on Criminality using Face Images
3411,Error Bars Considered Harmful: Exploring Alternate Encodings for Mean and Error
3412,Membership Inference Attacks Against Machine Learning Models
3413,Robust Traceability from Trace Amounts
3414,Distillation as a Defense to Adversarial Perturbations Against Deep Neural Networks
3415,Probabilistic models of vision and max-margin methods
3416,Learning Determinantal Point Processes in Sublinear Time
3417,Introduction to Probabilistic Graphical Models
3418,Discovering Hidden Variables: A Structure-Based Approach
3419,Efficiently Inducing Features of Conditional Random Fields
3420,Inducing Features of Random Fields
3421,Unsupervised Statistical Models for General Object Recognition
3422,Bayesian Networks and Influence Diagrams: A Guide to Construction and Analysis
3423,Efficient Structure Learning of Markov Networks using L1-Regularization
3424,Understanding the use of unlabelled data in predictive modelling
3425,AutoBayes: a system for generating data analysis programs from statistical models
3426,A First Course in Bayesian Statistical Methods
3427,Efficient Learning of Deep Boltzmann Machines
3428,Gaussian Processes for Machine Learning
3429,Adaptive Probabilistic Networks with Hidden Variables
3430,Probabilistic Independence Networks for Hidden Markov Probability Models
3431,Sparse Polynomial Chaos expansions using Variational Relevance Vector Machines
3432,Large Margin Methods for Structured and Interdependent Output Variables
3433,(Semi-) Supervised Probabilistic Principal Component Analysis for Hyperspectral Remote Sensing Image Classification
3434,A Framework for Learning Predictive Structures from Multiple Tasks and Unlabeled Data
3435,Efficient Learning and Feature Selection in High-Dimensional Regression
3436,Bayesian Network Classifiers
3437,Bayesian Methods for Support Vector Machines: Evidence and Predictive Class Probabilities
3438,TensorFlow: A system for large-scale machine learning
3439,Variational Bayesian learning of directed graphical models with hidden variables
3440,Partially labeled topic models for interpretable text mining
3441,An empirical comparison of supervised learning algorithms
3442,Special Invited Paper-Additive logistic regression: A statistical view of boosting
3443,Exact Bayesian Structure Discovery in Bayesian Networks
3444,Cutting-plane training of structural SVMs
3445,Space-Efficient Inference in Dynamic Probabilistic Networks
3446,Kernel Methods for Pattern Analysis
3447,Texture Retrieval Using Scattering Coefficients and Probability Product Kernels
3448,A Comparison of Algorithms for Maximum Entropy Parameter Estimation
3449,Greedy Learning of Binary Latent Trees
3450,"String Kernels, Fisher Kernels and Finite State Automata"
3451,"Large-scale inference: empirical Bayes methods for estimation, testing, and prediction"
3452,Advanced mean field methods: theory and practice
3453,GaP: a factor model for discrete data
3454,Learning Efficient Markov Networks
3455,Bayesian Hierarchical Mixtures of Experts
3456,Boosting as a Regularized Path to a Maximum Margin Classifier
3457,Efficient nonparametric belief propagation for pose estimation and manipulation of articulated objects
3458,A comparison of numerical optimizers for logistic regression
3459,Natural Image Statistics - A Probabilistic Approach to Early Computational Vision
3460,Learning Bounded Treewidth Bayesian Networks
3461,Variational algorithms for approximate Bayesian inference
3462,Learning Bayesian Networks: The Combination of Knowledge and Statistical Data
3463,Graphical models for visual object recognition and tracking
3464,"Introduction to stochastic search and optimization - estimation, simulation, and control"
3465,Inference in hidden Markov models
3466,PAMPAS: real-valued graphical models for computer vision
3467,Learning Thin Junction Trees via Graph Cuts
3468,Advances in Exact Bayesian Structure Discovery in Bayesian Networks
3469,Bayesian Model-Based Clustering Procedures
3470,Application of Non Parametric Empirical Bayes Estimation to High Dimensional Classification
3471,The Hierarchical Hidden Markov Model: Analysis and Applications
3472,Bayesian Online Learning for Multi-label and Multi-variate Performance Measures
3473,High Dimensional Classification with Bayesian Neural Networks and Dirichlet Diffusion Trees
3474,Bayesian Conditional Random Fields
3475,Inferring a Gaussian distribution
3476,Bayesian Methods for Nonlinear Classification and Regression
3477,"Deterministic annealing for clustering, compression, classification, regression, and related optimization problems"
3478,A study of smoothing methods for language models applied to information retrieval
3479,A correlated topic model of Science
3480,Who killed the directed model?
3481,Fast Inference in Infinite Hidden Relational Models
3482,Discriminative random fields: a discriminative framework for contextual interaction in classification
3483,Approximations for Binary Gaussian Process Classification
3484,Local Learning in Probabilistic Networks with Hidden Variables
3485,Conditional Topic Random Fields
3486,Integrated structural variation and point mutation signatures in cancer genomes using correlated topic models
3487,A New View of Automatic Relevance Determination
3488,The Pyramid Match Kernel: Efficient Learning with Sets of Features
3489,Reinforcement Learning: A Survey
3490,Trees and beyond: exploiting and improving tree-structured graphical models
3491,The Practical Implementation of Bayesian Model Selection
3492,Tractable Bayesian learning of tree belief networks
3493,Maximum Entropy Markov Models for Information Extraction and Segmentation
3494,Finite Mixture and Markov Switching Models
3495,DiscLDA: Discriminative Learning for Dimensionality Reduction and Classification
3496,Variational Message Passing for Elaborate Response Regression Models
3497,Extending Factor Graphs so as to Unify Directed and Undirected Graphical Models
3498,"WinBUGS - A Bayesian modelling framework: Concepts, structure, and extensibility"
3499,A Simple Approach for Finding the Globally Optimal Bayesian Network Structure
3500,Learning Belief Networks in the Presence of Missing Values and Hidden Variables
3501,Multi-Task Learning for Classification with Dirichlet Process Priors
3502,Ensemble learning in Bayesian neural networks
3503,Learning to Learn with Compound HD Models
3504,Latent Variable Models for Predicting File Dependencies in Large-Scale Software Development
3505,Classification of binary random patterns
3506,Archival Version including Appendicies : Experiments in Stochastic Computation for High-Dimensional Graphical Models
3507,"Statistical Relational AI : Logic , Probability and Computation"
3508,Policy Recognition in the Abstract Hidden Markov Model
3509,Variational learning and bits-back coding: an information-theoretic view to Bayesian learning
3510,Mismatch string kernels for discriminative protein classification
3511,Training linear SVMs in linear time
3512,A Monte Carlo Implementation of the EM Algorithm and the Poor Man's Data Augmentation Algorithms
3513,A Hierarchical Bayesian Framework for Constructing Sparsity-inducing Priors
3514,Random Forests
3515,Arcing Classifiers
3516,Theory-based causal induction.
3517,Structure Learning in Conditional Probability Models via an Entropic Prior and Parameter Extinction
3518,The information bottleneck method
3519,Exact alpha-beta computation in logarithmic space with application to MAP word graph construction
3520,Factorial Hidden Markov Models
3521,Probabilistic Non-linear Principal Component Analysis with Gaussian Process Latent Variable Models
3522,Generic reversible jump MCMC using graphical models
3523,Neural Networks Show New Promise for Machine Vision
3524,A scalable bootstrap for massive data
3525,Graphical models and automatic speech recognition
3526,AN OVERVIEW OF COMPOSITE LIKELIHOOD METHODS
3527,Deterministically annealed design of hidden Markov model speech recognizers
3528,Pegasos: primal estimated sub-gradient solver for SVM
3529,The NN-Stacking: Feature weighted linear stacking through neural networks
3530,Sequential updating of conditional probabilities on directed graphical structures
3531,A stochastic memoizer for sequence data
3532,Learning in Markov Random Fields An Empirical Study
3533,Computer Vision: A Modern Approach
3534,Comparison of Approximate Methods for Handling Hyperparameters
3535,Biological Sequence Analysis: Probabilistic Models of Proteins and Nucleic Acids
3536,Dynamic Bayesian Multinets
3537,Marginal Likelihood from the Gibbs Output
3538,"Convexity, Classification, and Risk Bounds"
3539,Unsupervised Learning of Finite Mixture Models
3540,Information Bottleneck for Gaussian Variables
3541,Learning to Tag from Open Vocabulary Labels
3542,Solving All Regression Models For Learning Gaussian Networks Using Givens Rotations
3543,Minimizing and Learning Energy Functions for Side-Chain Prediction
3544,Probabilistic Graphical Models - Principles and Techniques
3545,Learning in Markov Random Fields with Contrastive Free Energies
3546,Explicit Versus Latent Concept Models for Cross-Language Information Retrieval
3547,On the optimality of solutions of the max-product belief-propagation algorithm in arbitrary graphs
3548,Bayesian Learning in Sparse Graphical Factor Models via Annealed Entropy
3549,Learning to rank: from pairwise approach to listwise approach
3550,Data augmentation for support vector machines
3551,Centroid estimation in discrete high-dimensional spaces with applications in biology
3552,Selecting high-dimensional mixed graphical models using minimal AIC or BIC forests
3553,Simulation Approaches to General Probabilistic Inference on Belief Networks
3554,Sidestepping Intractable Inference with Structured Ensemble Cascades
3555,The Art of Data Augmentation
3556,"Penalized regression, standard errors, and Bayesian lassos"
3557,"Model-Based Clustering, Discriminant Analysis, and Density Estimation"
3558,The Markov chain Monte Carlo method: an approach to approximate counting and integration
3559,Learning Deep Generative Models with Annealed Importance Sampling
3560,Correctness of Local Probability Propagation in Graphical Models with Loops
3561,"Propagation of Probabilities, Means, and Variances in Mixed Graphical Association Models"
3562,Nonparametric empirical Bayes for the Dirichlet process mixture model
3563,A hierarchical Dirichlet language model
3564,Population-aware hierarchical bayesian domain adaptation via multi-component invariant learning
3565,Monte Carlo Sampling Methods Using Markov Chains and Their Applications
3566,Norm-Product Belief Propagation: Primal-Dual Message-Passing for Approximate Inference
3567,"Data augmentation, frequentist estimation, and the Bayesian analysis of multinomial logit models"
3568,Bayesian Interpolation
3569,Density Modeling and Clustering Using Dirichlet Diffusion Trees
3570,On the Noise Model of Support Vector Machines Regression
3571,Optimizing Costly Functions with Simple Constraints: A Limited-Memory Projected Quasi-Newton Algorithm
3572,Scalable k -Means Clustering via Lightweight Coresets
3573,The Error Coding Method and PICTs
3574,Context-Specific Bayesian Clustering for Gene Expression Data
3575,Bayesian Variable Selection in Linear Regression
3576,Bayesian Computation and the Linear Model
3577,Accelerating Bayesian Structural Inference for Non-Decomposable Gaussian Graphical Models
3578,"A review of Bayesian variable selection methods: what, how and which"
3579,Bayesian structural learning and estimation in Gaussian graphical models
3580,Replicated Softmax: an Undirected Topic Model
3581,Robust Full Bayesian Learning for Radial Basis Networks
3582,Variational Extensions to EM and Multinomial PCA
3583,A Monte Carlo method for computing the marginal likelihood in nondecomposable Gaussian graphical models
3584,A shared-subspace learning framework for multi-label classification
3585,Keeping the neural networks simple by minimizing the description length of the weights
3586,On Tight Approximate Inference of the Logistic-Normal Topic Admixture Model
3587,Training Products of Experts by Minimizing Contrastive Divergence
3588,Discriminative Probabilistic Models for Relational Data
3589,Sparsity priors and boosting for learning localized distributed feature representations
3590,Applications of a general propagation algorithm for probabilistic expert systems
3591,Stagewise Lasso
3592,Simultaneous feature selection and clustering using mixture models
3593,Ancestor Relations in the Presence of Unobserved Variables
3594,A Bayesian Approach to Causal Discovery
3595,The Unreasonable Effectiveness of Data
3596,The Graphical Lasso: New Insights and Alternatives
3597,Decomposable graphical Gaussian model determination
3598,Inference from Iterative Simulation Using Multiple Sequences
3599,A Unifying Probabilistic Perspective for Spectral Dimensionality Reduction: Insights and New Models
3600,Statistical Analysis of Non‐Lattice Data
3601,Dealing with label switching in mixture models
3602,A probabilistic model of theory formation
3603,Probability assessment for power system voltage stability margin with renewable energy source using slice sampling
3604,Propagation Algorithms for Variational Bayesian Learning
3605,Hierarchical relational models for document networks
3606,A Constraint Generation Approach to Learning Stable Linear Dynamical Systems
3607,Labeled LDA: A supervised topic model for credit attribution in multi-labeled corpora
3608,Probability and random processes
3609,Learning with Compressible Priors
3610,Supervised Exponential Family Principal Component Analysis via Convex Optimization
3611,Akaike's information criterion in generalized estimating equations.
3612,deal: A Package for Learning Bayesian Networks
3613,Learning Mixtures of DAG Models
3614,A new class of upper bounds on the log partition function
3615,Variational Inference for Bayesian Mixtures of Factor Analysers
3616,Maximum likelihood multiple subspace projections for hidden Markov models
3617,Approximate Bayesian-inference With the Weighted Likelihood Bootstrap
3618,Estimating a Dirichlet distribution
3619,Tutorial on variational approximation methods
3620,Variational Inference for Large-Scale Models of Discrete Choice
3621,Bayesian Posterior Sampling via Stochastic Gradient Fisher Scoring
3622,On the Optimality of the Simple Bayesian Classifier under Zero-One Loss
3623,Hyper Inverse Wishart Distribution for Non-decomposable Graphs and its Application to Bayesian Inference for Gaussian Graphical Models
3624,Deterministic annealing EM algorithm
3625,Sparse Bayesian nonparametric regression
3626,Simplex Factor Models for Multivariate Unordered Categorical Data
3627,Loopy Belief Propagation for Approximate Inference: An Empirical Study
3628,Efficient Approximations for the Marginal Likelihood of Incomplete Data Given a Bayesian Network
3629,Sequentially finding the N-Best List in Hidden Markov Models
3630,Online Learning for Latent Dirichlet Allocation
3631,Residual Belief Propagation: Informed Scheduling for Asynchronous Message Passing
3632,Efficient and optimal binary Hopfield associative memory storage using minimum probability flow
3633,"A Solution to Plato's Problem: The Latent Semantic Analysis Theory of Acquisition, Induction, and Representation of Knowledge."
3634,Parameter Expanded Variational Bayesian Methods
3635,A Hierarchical Semi-Markov Model for Detecting Enrichment with Application to ChIP-Seq Experiments
3636,The Nature of Statistical Learning Theory
3637,Generalized Additive Models: An Introduction with R
3638,Multi-Label Prediction via Sparse Infinite CCA
3639,Unified Inference for Variational Bayesian Linear Gaussian State-Space Models
3640,A tutorial on particle filters for online nonlinear/non-Gaussian Bayesian tracking
3641,Support Vector Machines as Probabilistic Models
3642,Invariant Bayesian estimation on manifolds
3643,Practical Approaches to Principal Component Analysis in the Presence of Missing Values
3644,Gaussian Belief Propagation: Theory and Aplication
3645,Bayesian exponential family projections for coupled data sources
3646,Using Dirichlet Mixture Priors to Derive Hidden Markov Models for Protein Families
3647,Correctness of Belief Propagation in Gaussian Graphical Models of Arbitrary Topology
3648,Information Theory and an Extension of the Maximum Likelihood Principle
3649,Expectation Propagation for approximate Bayesian inference
3650,1 Introduction to Dual Decomposition for Inference
3651,Fast Approximate Energy Minimization via Graph Cuts
3652,The mode oriented stochastic search (MOSS) algorithm for log-linear models with conjugate priors
3653,Hidden Markov Model\ Induction by Bayesian Model Merging
3654,BAYESIAN MODEL ASSESSMENT IN FACTOR ANALYSIS
3655,Improved Dynamic Schedules for Belief Propagation
3656,Clustering by Passing Messages Between Data Points
3657,GP-BayesFilters: Bayesian filtering using Gaussian process prediction and observation models
3658,Bayesian factor regression models in the''large p
3659,On the Hardness of Approximate Reasoning
3660,Biclustering microarray data by Gibbs sampling
3661,Dynamic topic models
3662,A Plurality of Sparse Representations Is Better Than the Sparsest One Alone
3663,AClass : An online algorithm for generative classification
3664,Divergence measures and message passing
3665,Combining phylogenetic and hidden Markov models in biosequence analysis
3666,A Probabilistic Derivation of the Partial Least-Squares Algorithm
3667,Estimation and Prediction for Stochastic Blockstructures
3668,Hierarchical Bayesian inference in the visual cortex.
3669,A variational approach to Bayesian logistic regression problems and their extensions
3670,Hierarchical Dirichlet Processes
3671,A Simple Alternative Derivation of the Expectation Correction Algorithm
3672,Latent Variable Bayesian Models for Promoting Sparsity
3673,Variable Selection via Nonconcave Penalized Likelihood and its Oracle Properties
3674,Hyperspacings and the estimation of information theoretic quantities
3675,Boosting the margin: A new explanation for the effectiveness of voting methods
3676,Hierarchical mixtures of experts and the EM algorithm
3677,Bayesian Map Learning in Dynamic Environments
3678,Blocking Gibbs sampling in very large probabilistic expert systems
3679,Fast Marginal Likelihood Maximisation for Sparse Bayesian Models
3680,A Variational Baysian Framework for Graphical Models
3681,Probabilistic visual learning for object detection
3682,Bayesian perspectives on multiple comparisons
3683,MRF Energy Minimization and Beyond via Dual Decomposition
3684,Non-Parametric Bayesian Dictionary Learning for Sparse Image Representations
3685,A Bayesian Approach to Online Learning
3686,Hierarchic Bayesian models for kernel learning
3687,Parallel Networks that Learn to Pronounce English Text
3688,Pattern Recognition and Machine Learning (Information Science and Statistics)
3689,Dynamic matrix-variate graphical models
3690,Gaussian process dynamic programming
3691,Tackling the Poor Assumptions of Naive Bayes Text Classifiers
3692,A tutorial on adaptive MCMC
3693,Fast approximate spectral clustering
3694,Inference with normal-gamma prior distributions in regression problems
3695,A web-based kernel function for measuring the similarity of short text snippets
3696,Bucket elimination: A unifying framework for probabilistic inference
3697,Overcoming Limitations of Mixture Density Networks: A Sampling and Fitting Framework for Multimodal Future Prediction
3698,Data Augmentation and MCMC for Binary and Multinomial Logit Models
3699,A Comparison of Optimization Methods and Software for Large-scale L1-regularized Linear Classification
3700,Topic Models Conditioned on Arbitrary Features with Dirichlet-multinomial Regression
3701,Variational Bayesian Multinomial Probit Regression with Gaussian Process Priors
3702,Nonparametric regression using linear combinations of basis functions
3703,Walk-Sums and Belief Propagation in Gaussian Graphical Models
3704,ARACNE: An Algorithm for the Reconstruction of Gene Regulatory Networks in a Mammalian Cellular Context
3705,Mean field variational bayes for elaborate distributions
3706,Belief Optimization for Binary Networks: A Stable Alternative to Loopy Belief Propagation
3707,The Computational Complexity of Estimating Convergence Time
3708,Approximate Bayesian inference for latent Gaussian models by using integrated nested Laplace approximations
3709,Tree-structured Approximations by Expectation Propagation
3710,Counterexamples to variational free energy compactness folk theorems
3711,Approximating discrete probability distributions with dependence trees
3712,Weighing and Integrating Evidence for Stochastic Simulation in Bayesian Networks
3713,Introducing an Explicit Symplectic Integration Scheme for Riemannian Manifold Hamiltonian Monte Carlo
3714,EM Algorithms for PCA and SPCA
3715,Inference Using Message Propagation and Topology Transformation in Vector Gaussian Continuous Networks
3716,Spectral Hashing
3717,Variational Inference for Nonparametric Multiple Clustering
3718,Gradient Projection for Sparse Reconstruction: Application to Compressed Sensing and Other Inverse Problems
3719,Convergent Message-Passing Algorithms for Inference over General Graphs with Convex Free Energies
3720,Mean field inference for the Dirichlet process mixture model
3721,Variable selection in model-based clustering and discriminant analysis with a regularization approach
3722,Bayesian Core: A Practical Approach to Computational Bayesian Statistics
3723,Coordinate descent algorithms for lasso penalized regression
3724,Word learning as Bayesian inference.
3725,Smoothing algorithms for state–space models
3726,A Correlation for the 21st Century
3727,Mining of Massive Datasets
3728,Sampling-Based Approaches to Calculating Marginal Densities
3729,Recursive bayesian estimation using gaussian sums
3730,Modeling Freeway Traffic with Coupled HMMs
3731,Accelerating Cyclic Update Algorithms for Parameter Estimation by Pattern Searches
3732,The BellKor Solution to the Netflix Grand Prize
3733,Local computations with probabilities on graphical structures and their application to expert systems
3734,Variational bounds for mixed-data factor analysis
3735,Subset Selection in Regression
3736,Compressed sensing and Bayesian experimental design
3737,Parameter estimation for linear dynamical systems
3738,An Introduction to MCMC for Machine Learning
3739,A Comparison of Document Clustering Techniques
3740,A new approach to variable selection in least squares problems
3741,Expectation Correction for Smoothed Inference in Switching Linear Dynamical Systems
3742,Parallel and Distributed Computation: Numerical Methods
3743,Boosting Algorithms as Gradient Descent
3744,Robust Statistical Modeling Using the t Distribution
3745,Nonparametric factor analysis with beta process priors
3746,Mixed-membership models of scientific publications
3747,Computational Inference of Neural Information Flow Networks
3748,Unbiased offline evaluation of contextual-bandit-based news article recommendation algorithms
3749,Efficient Bayesian Inference for Multivariate Probit Models With Sparse Inverse Correlation Matrices
3750,Diffusion of Context and Credit Information in Markovian Models
3751,Ranking with ordered weighted pairwise classification
3752,A tutorial on spectral clustering
3753,Evaluation methods for topic models
3754,Loop Series and Bethe Variational Bounds in Attractive Graphical Models
3755,Recurrent Neural Network Identification and Adaptive Neural Control of Hydrocarbon Biodegradation Processes
3756,Equivalence and synthesis of causal models
3757,Iterative Reweighted 1 and 2 Methods for Finding Sparse Solutions
3758,Quality Control of Voice Recordings in Remote Parkinson’s Disease Monitoring Using the Infinite Hidden Markov Model
3759,Learning multiple nonredundant clusterings
3760,Covariance structure of the Gibbs sampler with applications to the comparisons of estimators and augmentation schemes
3761,Partially supervised Independent Factor Analysis using soft labels elicited from multiple experts: application to railway track circuit diagnosis
3762,The influence model: a tractable representation for the dynamics of networked Markov chains
3763,A Simple Method for Regression Analysis With Censored Data
3764,Bayesian Inference and Optimal Design in the Sparse Linear Model
3765,Exact Bayesian structure learning from uncertain interventions
3766,Adaptive Overrelaxed Bound Optimization Methods
3767,Variational Bayesian Approach to Canonical Correlation Analysis
3768,Improved backing-off for M-gram language modeling
3769,A Binary Variable Model for Affinity Propagation
3770,Understanding Agent Incentives using Causal Influence Diagrams. Part I: Single Action Settings
3771,Using Vocabulary Knowledge in Bayesian Multinomial Estimation
3772,From HMM's to segment models: a unified view of stochastic modeling for speech recognition
3773,Mixture Kalman filters
3774,From Bernoulli–Gaussian Deconvolution to Sparse Signal Restoration
3775,GENERALIZED DOUBLE PARETO SHRINKAGE.
3776,Biclustering algorithms for biological data analysis: a survey
3777,Boltzmann Machine Learning Using Mean Field Theory and Linear Response Correction
3778,Automatic Choice of Dimensionality for PCA
3779,Markov Chain Sampling Methods for Dirichlet Process Mixture Models
3780,The double chain markov model
3781,Analytical probability propagation method for reliability analysis of general complex networks
