,id,year,title,ref,author
12,@articleChen2017AdversarialML,2017,Adversarial Machine Learning in Malware Detection: Arms Race between Evasion Attack and Defense,"Chen, Lingwei et al. “Adversarial Machine Learning in Malware Detection: Arms Race between Evasion Attack and Defense.” 2017 European Intelligence and Security Informatics Conference (EISIC) (2017): 99-106.","['Lingwei Chen ', ' Yanfang Ye ', ' T. Bourlai']"
13,@inproceedingsNguyen2019UnderstandingNN,2019,Understanding Neural Networks via Feature Visualization: A survey,"Nguyen, Anh et al. “Understanding Neural Networks via Feature Visualization: A survey.” Explainable AI (2019).","['Anh Nguyen ', ' J. Yosinski ', ' J. Clune']"
14,@inproceedingsShi2017MetricbasedCC,2017,Metric-based Curve Clustering and Feature Extraction in Flow Visualization,"Shi, Lieyu and Guoning Chen. “Metric-based Curve Clustering and Feature Extraction in Flow Visualization.” (2017).","['Lieyu Shi ', ' Guoning Chen']"
15,@articleBartlett2019NearlytightVA,2019,Nearly-tight VC-dimension and Pseudodimension Bounds for Piecewise Linear Neural Networks,"Bartlett, P. et al. “Nearly-tight VC-dimension and Pseudodimension Bounds for Piecewise Linear Neural Networks.” J. Mach. Learn. Res. 20 (2019): 63:1-63:17.","['P. Bartlett ', ' N. Harvey ', ' Christopher Liaw ', ' Abbas Mehrabian']"
0,@inproceedingsAbbeel2004ApprenticeshipLV,2004,Apprenticeship learning via inverse reinforcement learning,"Abbeel, P. and A. Ng. “Apprenticeship learning via inverse reinforcement learning.” ICML '04 (2004).","['P. Abbeel ', ' A. Ng']"
1,@articleLillicrap2016ContinuousCW,2016,Continuous control with deep reinforcement learning,"Lillicrap, T. et al. “Continuous control with deep reinforcement learning.” CoRR abs/1509.02971 (2016): n. pag.","['T. Lillicrap ', ' J. Hunt ', ' A. Pritzel ', ' N. Heess ', ' T. Erez ', ' Y. Tassa ', ' D. Silver ', ' Daan Wierstra']"
2,@inproceedingsDuan2016BenchmarkingDR,2016,Benchmarking Deep Reinforcement Learning for Continuous Control,"Duan, Yan et al. “Benchmarking Deep Reinforcement Learning for Continuous Control.” ICML (2016).","['Yan Duan ', ' Xi Chen ', ' Rein Houthooft ', ' John Schulman ', ' P. Abbeel']"
3,@inproceedingsSchulman2015TrustRP,2015,Trust Region Policy Optimization,"Schulman, John et al. “Trust Region Policy Optimization.” ICML (2015).","['John Schulman ', ' S. Levine ', ' P. Abbeel ', ' Michael I. Jordan ', ' P. Moritz']"
4,@articleBrockman2016OpenAIG,2016,OpenAI Gym,"Brockman, G. et al. “OpenAI Gym.” ArXiv abs/1606.01540 (2016): n. pag.","['G. Brockman ', ' Vicki Cheung ', ' Ludwig Pettersson ', ' J. Schneider ', ' John Schulman ', ' Jie Tang ', ' W. Zaremba']"
0,@articleLiu2015SemanticIS,2015,Semantic Image Segmentation via Deep Parsing Network,"Liu, Z. et al. “Semantic Image Segmentation via Deep Parsing Network.” 2015 IEEE International Conference on Computer Vision (ICCV) (2015): 1377-1385.","['Z. Liu ', ' Xiaoxiao Li ', ' Ping Luo ', ' Chen Change Loy ', ' X. Tang']"
1,@articleAlRfou2016TheanoAP,2016,Theano: A Python framework for fast computation of mathematical expressions,"Al-Rfou, Rami et al. “Theano: A Python framework for fast computation of mathematical expressions.” ArXiv abs/1605.02688 (2016): n. pag.","['Rami Al-Rfou ', ' G. Alain ', ' Amjad Almahairi ', ' Christof Angerm\\""uller ', ' Dzmitry Bahdanau ', ' Nicolas Ballas ', "" Fr\\'ed\\'eric Bastien "", ' J. Bayer ', ' A. Belikov ', ' A. Belopolsky ', ' Yoshua Bengio ', ' Arnaud Bergeron ', ' J. Bergstra ', ' Valentin Bisson ', ' Josh Bleecher Snyder ', ' Nicolas Bouchard ', ' Nicolas Boulanger-Lew', 'owski ', ' Xavier Bouthillier ', "" A. D. Br\\'ebisson "", ' Olivier Breuleux ', ' Pierre Luc Carrier ', ' Kyunghyun Cho ', ' J. Chorowski ', ' Paul F. Christiano ', ' Tim Cooijmans ', ' Marc-Alex', ""re C\\^ot\\'e "", "" Myriam C\\^ot\\'e "", ' Aaron C. Courville ', ' Yann Dauphin ', ' Olivier Delalleau ', ' Julien Demouth ', ' G. Desjardins ', ' S. Dieleman ', ' Laurent Dinh ', ' Melanie Ducoffe ', ' Vincent Dumoulin ', ' S. Kahou ', ' D. Erhan ', ' Ziye Fan ', ' Orhan Firat ', ' M. Germain ', ' Xavier Glorot ', ' Ian J. Goodfellow ', ' M. Graham ', ' Çaglar G\\""ulçehre ', ' P. Hamel ', ' Iban Harlouchet ', ' J. Heng ', "" Bal\\'azs Hidasi "", ' S. Honari ', ' Arjun Jain ', "" S\\'ebastien Jean "", ' Kai Jia ', ' M. Korobov ', ' Vivek Kulkarni ', ' Alex Lamb ', ' Pascal Lamblin ', ' E. Larsen ', "" C\\'esar Laurent "", ' Sueryun Lee ', ' S. Lefrançois ', ' S. Lemieux ', "" N. L\\'eonard "", ' Zhouhan Lin ', ' J. A. Livezey ', ' C. Lorenz ', ' J. Lowin ', ' Qianli Ma ', ' Pierre-Antoine Manzagol ', ' Olivier Mastropietro ', ' Robert McGibbon ', ' R. Memisevic ', ' B. V. Merrienboer ', ' Vincent Michalski ', ' M. Mirza ', ' Alberto Orl', 'i ', ' C. Pal ', ' Razvan Pascanu ', ' M. Pezeshki ', ' Colin Raffel ', ' Daniel Renshaw ', ' M. Rocklin ', ' Adriana Romero ', ' M. Roth ', ' Peter Sadowski ', ' J. Salvatier ', ' F. Savard ', ' Jan Schl\\""uter ', ' John Schulman ', ' Gabriel Schwartz ', ' I. Serban ', ' Dmitriy Serdyuk ', ' Samira Shabanian ', "" \\'Etienne Simon "", ' Sigurd Spieckermann ', ' S. Subramanyam ', ' Jakub Sygnowski ', "" J\\'er\\'emie Tanguay "", ' G. V. Tulder ', ' Joseph P. Turian ', ' S. Urban ', ' Pascal Vincent ', ' Francesco Visin ', ' H. D. Vries ', ' David Warde-Farley ', ' D. J. Webb ', ' M. Willson ', ' Kelvin Xu ', ' Lijun Xue ', ' L. Yao ', ' Saizheng Zhang ', ' Y. Zhang']"
0,@articleChollet2017XceptionDL,2017,Xception: Deep Learning with Depthwise Separable Convolutions,"Chollet, F.. “Xception: Deep Learning with Depthwise Separable Convolutions.” 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2017): 1800-1807.",['F. Chollet']
1,@articleZhang2017BeyondAG,2017,Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising,"Zhang, K. et al. “Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising.” IEEE Transactions on Image Processing 26 (2017): 3142-3155.","['K. Zhang ', ' W. Zuo ', ' Yunjin Chen ', ' D. Meng ', ' Lei Zhang']"
2,@articleBarraclough2001IAI,2001,I and i,"Barraclough, K.. “I and i.” BMJ : British Medical Journal 323 (2001): 1375.",['K. Barraclough']
3,@inproceedingsHinton2018MatrixCW,2018,Matrix capsules with EM routing,"Hinton, Geoffrey E. et al. “Matrix capsules with EM routing.” ICLR (2018).","['Geoffrey E. Hinton ', ' Sara Sabour ', ' Nicholas Frosst']"
4,@articleSabour2017DynamicRB,2017,Dynamic Routing Between Capsules,"Sabour, Sara et al. “Dynamic Routing Between Capsules.” ArXiv abs/1710.09829 (2017): n. pag.","['Sara Sabour ', ' Nicholas Frosst ', ' Geoffrey E. Hinton']"
0,@articleMetz2017UnrolledGA,2017,Unrolled Generative Adversarial Networks,"Metz, Luke et al. “Unrolled Generative Adversarial Networks.” ArXiv abs/1611.02163 (2017): n. pag.","['Luke Metz ', ' Ben Poole ', ' D. Pfau ', ' Jascha Sohl-Dickstein']"
1,@inproceedingsLi2015GenerativeMM,2015,Generative Moment Matching Networks,"Li, Y. et al. “Generative Moment Matching Networks.” ICML (2015).","['Y. Li ', ' Kevin Swersky ', ' R. Zemel']"
2,@articleHuszr2015HowT,2015,"How (not) to Train your Generative Model: Scheduled Sampling, Likelihood, Adversary?","Huszár, Ferenc. “How (not) to Train your Generative Model: Scheduled Sampling, Likelihood, Adversary?” ArXiv abs/1511.05101 (2015): n. pag.","[""Ferenc Husz\\'ar""]"
3,@inproceedingsDziugaite2015TrainingGN,2015,Training generative neural networks via Maximum Mean Discrepancy optimization,"Dziugaite, G. et al. “Training generative neural networks via Maximum Mean Discrepancy optimization.” UAI (2015).","['G. Dziugaite ', ' D. Roy ', ' Zoubin Ghahramani']"
4,@articleNowozin2016fGANTG,2016,f-GAN: Training Generative Neural Samplers using Variational Divergence Minimization,"Nowozin, Sebastian et al. “f-GAN: Training Generative Neural Samplers using Variational Divergence Minimization.” ArXiv abs/1606.00709 (2016): n. pag.","['Sebastian Nowozin ', ' B. Cseke ', ' Ryota Tomioka']"
5,@articleZhao2016EnergybasedGA,2016,Energy-based Generative Adversarial Network,"Zhao, J. et al. “Energy-based Generative Adversarial Network.” ArXiv abs/1609.03126 (2016): n. pag.","['J. Zhao ', ' Micha\\""el Mathieu ', ' Y. LeCun']"
6,@articleSutherland2017GenerativeMA,2017,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy,"Sutherland, D. et al. “Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy.” ArXiv abs/1611.04488 (2017): n. pag.","['D. Sutherl', ' ', ' H. F. Tung ', ' Heiko Strathmann ', ' Soumyajit De ', ' Aaditya Ramdas ', ' Alex Smola ', ' A. Gretton']"
7,@articleWu2017OnTQ,2017,On the Quantitative Analysis of Decoder-Based Generative Models,"Wu, Yuhuai et al. “On the Quantitative Analysis of Decoder-Based Generative Models.” ArXiv abs/1611.04273 (2017): n. pag.","['Yuhuai Wu ', ' Yuri Burda ', ' R. Salakhutdinov ', ' Roger B. Grosse']"
8,@inproceedingsGenevay2016StochasticOF,2016,Stochastic Optimization for Large-scale Optimal Transport,"Genevay, Aude et al. “Stochastic Optimization for Large-scale Optimal Transport.” NIPS (2016).","['Aude Genevay ', ' Marco Cuturi ', "" G. Peyr\\'e "", ' Francis R. Bach']"
9,@inproceedingsMontavon2016WassersteinTO,2016,Wasserstein Training of Restricted Boltzmann Machines,"Montavon, Grégoire et al. “Wasserstein Training of Restricted Boltzmann Machines.” NIPS (2016).","[""Gr\\'egoire Montavon "", ' K. M\\""uller ', ' Marco Cuturi']"
10,@articleDing2019LearningDG,2019,Learning Deep Generative Models with Annealed Importance Sampling,"Ding, Xinqiang and D. Freedman. “Learning Deep Generative Models with Annealed Importance Sampling.” arXiv: Machine Learning (2019): n. pag.","['Xinqiang Ding ', ' D. Freedman']"
11,@articleGretton2012AKT,2012,A Kernel Two-Sample Test,"Gretton, A. et al. “A Kernel Two-Sample Test.” J. Mach. Learn. Res. 13 (2012): 723-773.","['A. Gretton ', ' K. Borgwardt ', ' Malte J. Rasch ', ' B. Sch\\""olkopf ', ' Alex Smola']"
12,@articleMueller1997IntegralPM,1997,Integral probability metrics and their generating classes of functions,"Mueller, A.. “Integral probability metrics and their generating classes of functions.” Advances in Applied Probability 29 (1997): 429-443.",['A. Mueller']
13,@articleMilgrom2002EnvelopeTF,2002,Envelope Theorems for Arbitrary Choice Sets,"Milgrom, P. and I. Segal. “Envelope Theorems for Arbitrary Choice Sets.” Econometrica 70 (2002): 583-601.","['P. Milgrom ', ' I. Segal']"
14,@inproceedingsVillani2008OptimalTO,2008,Optimal Transport: Old and New,"Villani, C.. “Optimal Transport: Old and New.” (2008).",['C. Villani']
15,@articleRamdas2014OnTH,2014,On the High-dimensional Power of Linear-time Kernel Two-Sample Testing under Mean-difference Alternatives,"Ramdas, Aaditya et al. “On the High-dimensional Power of Linear-time Kernel Two-Sample Testing under Mean-difference Alternatives.” ArXiv abs/1411.6314 (2014): n. pag.","['Aaditya Ramdas ', ' S. Reddi ', "" B. P\\'oczos "", ' A. Singh ', ' L. Wasserman']"
16,@articleKakutani1941ConcreteRO,1941,Concrete Representation of Abstract (M)-Spaces (A characterization of the Space of Continuous Functions),"Kakutani, S.. “Concrete Representation of Abstract (M)-Spaces (A characterization of the Space of Continuous Functions).” Annals of Mathematics 42 (1941): 994.",['S. Kakutani']
17,@articleZhao2016EnergybasedGA,2016,Energy-based Generative Adversarial Network,"Zhao, J. et al. “Energy-based Generative Adversarial Network.” ArXiv abs/1609.03126 (2016): n. pag.","['J. Zhao ', ' Micha\\""el Mathieu ', ' Y. LeCun']"
18,@articleMilgrom2002EnvelopeTF,2002,Envelope Theorems for Arbitrary Choice Sets,"Milgrom, P. and I. Segal. “Envelope Theorems for Arbitrary Choice Sets.” Econometrica 70 (2002): 583-601.","['P. Milgrom ', ' I. Segal']"
0,@articleEykholt2018PhysicalAE,2018,Physical Adversarial Examples for Object Detectors,"Eykholt, Kevin et al. “Physical Adversarial Examples for Object Detectors.” ArXiv abs/1807.07769 (2018): n. pag.","['Kevin Eykholt ', ' Ivan Evtimov ', ' E. Fern', 'es ', ' B. Li ', ' A. Rahmati ', ' Florian Tram\\`er ', ' Atul Prakash ', ' T. Kohno ', ' D. Song']"
1,@articleEykholt2017NoteOA,2017,Note on Attacking Object Detectors with Adversarial Stickers,"Eykholt, Kevin et al. “Note on Attacking Object Detectors with Adversarial Stickers.” ArXiv abs/1712.08062 (2017): n. pag.","['Kevin Eykholt ', ' Ivan Evtimov ', ' E. Fern', 'es ', ' Bo Li ', ' D. Song ', ' T. Kohno ', ' A. Rahmati ', ' A. Prakash ', ' Florian Tram\\`er']"
2,@articleLin2014MicrosoftCC,2014,Microsoft COCO: Common Objects in Context,"Lin, Tsung-Yi et al. “Microsoft COCO: Common Objects in Context.” ArXiv abs/1405.0312 (2014): n. pag.","['Tsung-Yi Lin ', ' M. Maire ', ' Serge J. Belongie ', ' J. Hays ', ' P. Perona ', ' D. Ramanan ', "" P. Doll\\'ar "", ' C. L. Zitnick']"
3,@articleSitawarin2018RogueSD,2018,Rogue Signs: Deceiving Traffic Sign Recognition with Malicious Ads and Logos,"Sitawarin, Chawin et al. “Rogue Signs: Deceiving Traffic Sign Recognition with Malicious Ads and Logos.” ArXiv abs/1801.02780 (2018): n. pag.","['Chawin Sitawarin ', ' A. Bhagoji ', ' A. Mosenia ', ' P. Mittal ', ' M. Chiang']"
4,@articleHuang2017SpeedAccuracyTF,2017,Speed/Accuracy Trade-Offs for Modern Convolutional Object Detectors,"Huang, Jonathan et al. “Speed/Accuracy Trade-Offs for Modern Convolutional Object Detectors.” 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2017): 3296-3297.","['Jonathan Huang ', ' V. Rathod ', ' Chen Sun ', ' Menglong Zhu ', ' A. Balan ', ' Alireza Fathi ', ' Ian S. Fischer ', ' Z. Wojna ', ' Y. Song ', ' S. Guadarrama ', ' K. Murphy']"
5,@articleLu2017AdversarialET,2017,Adversarial Examples that Fool Detectors,"Lu, Jiajun et al. “Adversarial Examples that Fool Detectors.” ArXiv abs/1712.02494 (2017): n. pag.","['Jiajun Lu ', ' Hussein Sibai ', ' E. Fabry']"
6,@articleSitawarin2018DARTSDA,2018,DARTS: Deceiving Autonomous Cars with Toxic Signs,"Sitawarin, Chawin et al. “DARTS: Deceiving Autonomous Cars with Toxic Signs.” ArXiv abs/1802.06430 (2018): n. pag.","['Chawin Sitawarin ', ' A. Bhagoji ', ' A. Mosenia ', ' M. Chiang ', ' P. Mittal']"
0,@inproceedingsRonneberger2015UNetCN,2015,U-Net: Convolutional Networks for Biomedical Image Segmentation,"Ronneberger, O. et al. “U-Net: Convolutional Networks for Biomedical Image Segmentation.” MICCAI (2015).","['O. Ronneberger ', ' P. Fischer ', ' T. Brox']"
1,@inproceedingsRonneberger2015UNetCN,2015,U-Net: Convolutional Networks for Biomedical Image Segmentation,"Ronneberger, O. et al. “U-Net: Convolutional Networks for Biomedical Image Segmentation.” MICCAI (2015).","['O. Ronneberger ', ' P. Fischer ', ' T. Brox']"
2,@articleOsadchy2017NoBE,2017,"No Bot Expects the DeepCAPTCHA! Introducing Immutable Adversarial Examples, With Applications to CAPTCHA Generation","Osadchy, M. et al. “No Bot Expects the DeepCAPTCHA! Introducing Immutable Adversarial Examples, With Applications to CAPTCHA Generation.” IEEE Transactions on Information Forensics and Security 12 (2017): 2640-2653.","['M. Osadchy ', ' J. Hern', 'ez-Castro ', ' S. Gibson ', ' O. Dunkelman ', "" Daniel P\\'erez-Cabo""]"
3,@articleDosovitskiy2016GeneratingIW,2016,Generating Images with Perceptual Similarity Metrics based on Deep Networks,"Dosovitskiy, A. and T. Brox. “Generating Images with Perceptual Similarity Metrics based on Deep Networks.” ArXiv abs/1602.02644 (2016): n. pag.","['A. Dosovitskiy ', ' T. Brox']"
4,@inproceedingsRasmus2015SemisupervisedLW,2015,Semi-supervised Learning with Ladder Networks,"Rasmus, Antti et al. “Semi-supervised Learning with Ladder Networks.” NIPS (2015).","['Antti Rasmus ', ' Mathias Berglund ', ' M. Honkala ', ' H. Valpola ', ' T. Raiko']"
5,@articleSnell2017LearningTG,2017,Learning to generate images with perceptual similarity metrics,"Snell, J. et al. “Learning to generate images with perceptual similarity metrics.” 2017 IEEE International Conference on Image Processing (ICIP) (2017): 4277-4281.","['J. Snell ', ' K. Ridgeway ', ' Renjie Liao ', ' Brett D. Roads ', ' M. Mozer ', ' R. Zemel']"
6,@articleOsadchy2017NoBE,2017,"No Bot Expects the DeepCAPTCHA! Introducing Immutable Adversarial Examples, With Applications to CAPTCHA Generation","Osadchy, M. et al. “No Bot Expects the DeepCAPTCHA! Introducing Immutable Adversarial Examples, With Applications to CAPTCHA Generation.” IEEE Transactions on Information Forensics and Security 12 (2017): 2640-2653.","['M. Osadchy ', ' J. Hern', 'ez-Castro ', ' S. Gibson ', ' O. Dunkelman ', "" Daniel P\\'erez-Cabo""]"
0,@articleQin2019ImperceptibleRA,2019,"Imperceptible, Robust, and Targeted Adversarial Examples for Automatic Speech Recognition","Qin, Y. et al. “Imperceptible, Robust, and Targeted Adversarial Examples for Automatic Speech Recognition.” ArXiv abs/1903.10346 (2019): n. pag.","['Y. Qin ', ' Nicholas Carlini ', ' Ian J. Goodfellow ', ' G. Cottrell ', ' Colin Raffel']"
1,@articleTaori2019TargetedAE,2019,Targeted Adversarial Examples for Black Box Audio Systems,"Taori, Rohan et al. “Targeted Adversarial Examples for Black Box Audio Systems.” 2019 IEEE Security and Privacy Workshops (SPW) (2019): 15-20.","['Rohan Taori ', ' Amog Kamsetty ', ' Brenton Chu ', ' Nikita Vemuri']"
2,@articleWang2019DaedalusBN,2019,Daedalus: Breaking Non-Maximum Suppression in Object Detection via Adversarial Examples,"Wang, Derui et al. “Daedalus: Breaking Non-Maximum Suppression in Object Detection via Adversarial Examples.” ArXiv abs/1902.02067 (2019): n. pag.","['Derui Wang ', ' Chaoran Li ', ' Sheng Wen ', ' S. Nepal ', ' Y. Xiang']"
3,@inproceedingsYakura2019RobustAA,2019,Robust Audio Adversarial Example for a Physical Attack,"Yakura, Hiromu and J. Sakuma. “Robust Audio Adversarial Example for a Physical Attack.” IJCAI (2019).","['Hiromu Yakura ', ' J. Sakuma']"
4,@inproceedingsShafahi2020UniversalAT,2020,Universal Adversarial Training,"Shafahi, A. et al. “Universal Adversarial Training.” AAAI (2020).","['A. Shafahi ', ' Mahyar Najibi ', ' Zheng Xu ', ' John P. Dickerson ', ' L. Davis ', ' T. Goldstein']"
5,@articleCarlini2018AudioAE,2018,Audio Adversarial Examples: Targeted Attacks on Speech-to-Text,"Carlini, Nicholas and D. Wagner. “Audio Adversarial Examples: Targeted Attacks on Speech-to-Text.” 2018 IEEE Security and Privacy Workshops (SPW) (2018): 1-7.","['Nicholas Carlini ', ' D. Wagner']"
6,@inproceedingsCohen2019CertifiedAR,2019,Certified Adversarial Robustness via Randomized Smoothing,"Cohen, Jeremy M. et al. “Certified Adversarial Robustness via Randomized Smoothing.” ICML (2019).","['Jeremy M. Cohen ', ' Elan Rosenfeld ', ' J. Z. Kolter']"
7,@articleYasaswi2017PlagiarismDI,2017,Plagiarism Detection in Programming Assignments Using Deep Features,"Yasaswi, Jitendra et al. “Plagiarism Detection in Programming Assignments Using Deep Features.” 2017 4th IAPR Asian Conference on Pattern Recognition (ACPR) (2017): 652-657.","['Jitendra Yasaswi ', ' Suresh Purini ', ' C. Jawahar']"
8,@articleLi2020RobustAS,2020,Robust and Secure Image Fingerprinting Learned by Neural Network,"Li, Yuenan et al. “Robust and Secure Image Fingerprinting Learned by Neural Network.” IEEE Transactions on Circuits and Systems for Video Technology 30 (2020): 362-375.","['Yuenan Li ', ' Dongdong Wang ', ' L. Tang']"
9,@inproceedingsAbadi2016TensorFlowAS,2016,TensorFlow: A system for large-scale machine learning,"Abadi, M. et al. “TensorFlow: A system for large-scale machine learning.” OSDI (2016).","['M. Abadi ', ' P. Barham ', ' J. Chen ', ' Z. Chen ', ' Andy Davis ', ' J. Dean ', ' M. Devin ', ' Sanjay Ghemawat ', ' Geoffrey Irving ', ' M. Isard ', ' M. Kudlur ', ' Josh Levenberg ', ' Rajat Monga ', ' Sherry Moore ', ' D. Murray ', ' B. Steiner ', ' P. Tucker ', ' V. Vasudevan ', ' Pete Warden ', ' Martin Wicke ', ' Y. Yu ', ' Xiaoqiang Zhang']"
10,@inproceedingsWang2003AnIS,2003,An Industrial Strength Audio Search Algorithm,"Wang, Avery. “An Industrial Strength Audio Search Algorithm.” ISMIR (2003).",['Avery Wang']
11,@articleGoldstein2014AFG,2014,A Field Guide to Forward-Backward Splitting with a FASTA Implementation,"Goldstein, T. et al. “A Field Guide to Forward-Backward Splitting with a FASTA Implementation.” ArXiv abs/1411.3406 (2014): n. pag.","['T. Goldstein ', ' Christoph Studer ', ' Richard Baraniuk']"
12,@articleXiao2019RealTimeOM,2019,Real-Time Optical Music Recognition System for Dulcimer Musical Robot,"Xiao, Zhe et al. “Real-Time Optical Music Recognition System for Dulcimer Musical Robot.” J. Adv. Comput. Intell. Intell. Informatics 23 (2019): 782-790.","['Zhe Xiao ', ' X. Chen ', ' Li Zhou']"
13,@articleMingjia2008ExperimentalRO,2008,Experimental research on the voltage distribution of tesla transformer's taper windings,"Ming-jia, Li et al. “Experimental research on the voltage distribution of tesla transformer's taper windings.” 2008 17th International Conference on High Power Particle Beams (BEAMS) (2008): 1-4.","['Li Ming-jia ', ' K. Qiang ', ' Xin Jia-qi']"
14,@articleLester2017TheDO,2017,The Dilemma of False Positives: Making Content ID Algorithms more Conducive to Fostering Innovative Fair Use in Music Creation,"Lester, T. and Dessislava A. Pachamanova. “The Dilemma of False Positives: Making Content ID Algorithms more Conducive to Fostering Innovative Fair Use in Music Creation.” Entertainment Law Review 24 (2017): n. pag.","['T. Lester ', ' Dessislava A. Pachamanova']"
15,@articleDonelan2004ThroughAD,2004,Through a different lens: a mother's day lament.,"Donelan, K.. “Through a different lens: a mother's day lament.” MedGenMed : Medscape general medicine 6 3 (2004): 11 .",['K. Donelan']
0,@articleMarchetti2018ResultsOT,2018,Results of the 2016 International Skin Imaging Collaboration International Symposium on Biomedical Imaging challenge: Comparison of the accuracy of computer algorithms to dermatologists for the diagnosis of melanoma from dermoscopic images,"Marchetti, M. et al. “Results of the 2016 International Skin Imaging Collaboration International Symposium on Biomedical Imaging challenge: Comparison of the accuracy of computer algorithms to dermatologists for the diagnosis of melanoma from dermoscopic images.” Journal of the American Academy of Dermatology 78 (2018): 270–277.e1.","['M. Marchetti ', ' N. Codella ', ' S. Dusza ', ' D. Gutman ', ' Brian Helba ', ' A. Kalloo ', ' N. Mishra ', ' C. Carrera ', ' E. Celebi ', ' Jennifer L. Defazio ', ' Natalia Jaimes ', ' A. Marghoob ', ' E. Quigley ', ' A. Scope ', "" O. Y\\'elamos "", ' A. Halpern']"
1,@articleFerris2015ComputeraidedCO,2015,Computer-aided classification of melanocytic lesions using dermoscopic images.,"Ferris, L. et al. “Computer-aided classification of melanocytic lesions using dermoscopic images.” Journal of the American Academy of Dermatology 73 5 (2015): 769-76 .","['L. Ferris ', ' J. Harkes ', ' Benjamin Gilbert ', ' D. Winger ', ' Kseniya Golubets ', ' O. Akilov ', ' M. Satyanarayanan']"
2,@articleGlaister2014SegmentationOS,2014,Segmentation of Skin Lesions From Digital Images Using Joint Statistical Texture Distinctiveness,"Glaister, J. et al. “Segmentation of Skin Lesions From Digital Images Using Joint Statistical Texture Distinctiveness.” IEEE Transactions on Biomedical Engineering 61 (2014): 1220-1230.","['J. Glaister ', ' A. Wong ', ' David A Clausi']"
3,@articleBafounta2001IsD,2001,Is dermoscopy (epiluminescence microscopy) useful for the diagnosis of melanoma? Results of a meta-analysis using techniques adapted to the evaluation of diagnostic tests.,"Bafounta, M. et al. “Is dermoscopy (epiluminescence microscopy) useful for the diagnosis of melanoma? Results of a meta-analysis using techniques adapted to the evaluation of diagnostic tests.” Archives of dermatology 137 10 (2001): 1343-50 .","['M. Bafounta ', ' A. Beauchet ', ' P. Aegerter ', ' P. Saiag']"
4,@articleDolianitis2005ComparativePO,2005,Comparative performance of 4 dermoscopic algorithms by nonexperts for the diagnosis of melanocytic lesions.,"Dolianitis, C. et al. “Comparative performance of 4 dermoscopic algorithms by nonexperts for the diagnosis of melanocytic lesions.” Archives of dermatology 141 8 (2005): 1008-14 .","['C. Dolianitis ', ' J. Kelly ', ' R. Wolfe ', ' P. Simpson']"
5,@articleGarnavi2012ComputerAidedDO,2012,Computer-Aided Diagnosis of Melanoma Using Border- and Wavelet-Based Texture Analysis,"Garnavi, R. et al. “Computer-Aided Diagnosis of Melanoma Using Border- and Wavelet-Based Texture Analysis.” IEEE Transactions on Information Technology in Biomedicine 16 (2012): 1239-1252.","['R. Garnavi ', ' M. Aldeen ', ' J. Bailey']"
6,@articleMenzies2011VariablesPC,2011,Variables predicting change in benign melanocytic nevi undergoing short-term dermoscopic imaging.,"Menzies, S. et al. “Variables predicting change in benign melanocytic nevi undergoing short-term dermoscopic imaging.” Archives of dermatology 147 6 (2011): 655-9 .","['S. Menzies ', ' M. Stevenson ', ' D. Altamura ', ' K. Byth']"
7,@articleBarata2015ImprovingDI,2015,Improving Dermoscopy Image Classification Using Color Constancy,"Barata, Catarina et al. “Improving Dermoscopy Image Classification Using Color Constancy.” IEEE Journal of Biomedical and Health Informatics 19 (2015): 1146-1152.","['Catarina Barata ', ' M. E. Celebi ', ' J. Marques']"
8,@articleSalerni2013MetaanalysisOD,2013,Meta‐analysis of digital dermoscopy follow‐up of melanocytic skin lesions: a study on behalf of the International Dermoscopy Society,"Salerni, G. et al. “Meta‐analysis of digital dermoscopy follow‐up of melanocytic skin lesions: a study on behalf of the International Dermoscopy Society.” Journal of the European Academy of Dermatology and Venereology 27 (2013): n. pag.","['G. Salerni ', "" T. Ter\\'an "", ' S. Puig ', ' J. Malvehy ', ' I. Zalaudek ', ' G. Argenziano ', ' H. Kittler']"
9,@articleAltamura2008AssessmentOT,2008,Assessment of the optimal interval for and sensitivity of short-term sequential digital dermoscopy monitoring for the diagnosis of melanoma.,"Altamura, D. et al. “Assessment of the optimal interval for and sensitivity of short-term sequential digital dermoscopy monitoring for the diagnosis of melanoma.” Archives of dermatology 144 4 (2008): 502-6 .","['D. Altamura ', ' M. Avramidis ', ' S. Menzies']"
10,@articleCarli2003PatternAN,2003,"Pattern analysis, not simplified algorithms, is the most reliable method for teaching dermoscopy for melanoma diagnosis to residents in dermatology","Carli, P. et al. “Pattern analysis, not simplified algorithms, is the most reliable method for teaching dermoscopy for melanoma diagnosis to residents in dermatology.” British Journal of Dermatology 148 (2003): n. pag.","['P. Carli ', ' E. Quercioli ', ' S. Sestini ', ' M. Stante ', ' L. Ricci ', ' G. Brunasso ', ' V. De Giorgi']"
